id,comment,sentiment,model,video_id,reviewed
299,xe này đắt và các mấu nối hàn quá thô. Mình đã trải nghiệm. Tất nhiên là xe thì nên xem xét chất lượng hơn những cái đó ngoại thất k đáng so sánh. Nhưng những cái đó xứng đáng so vs 1ty2 bỏ ra. Trong khi cx5 của mjh mua thì rẻ hơn mà các mấu hàn nối xe đẹp mịn. Mất gì mà hãng k lm mịn rồi sơn lên chứ. Lm mất thẩm mỹ quá mức.,negative,VF7,b8mtVV98MPY,True
300," hoàn thiện của xe vf vốn kém rồi bạn, nhưng người ta cứ lờ đi thôi. Con vf5 nhiều xe đóng cửa còn khó vào, đóng nhứ phá, trải nghiệm xanh sm là hiểu chứ ko phải lỗi 1 2 xe, trên youtube cũng có nhiều video làm rồi.",negative,VF7,b8mtVV98MPY,True
301,Vãi cả giá đắt 😂😂,negative,VF7,b8mtVV98MPY,True
302, vậy làm con xe nhật còn dư 300 củ để đổ xăng với bảo dưỡng.mấy cái đồ điện càng hiện đại nó càng lỗi.để rồi xem,negative,VF7,b8mtVV98MPY,True
303,Commen bất lực :),neutral,VF7,b8mtVV98MPY,True
304,Có tiền ko😂😂,neutral,VF7,b8mtVV98MPY,True
305," lại fan vf nhưng đi xe máy đây à, mua xe làm video lên xem nào :D",neutral,VF7,b8mtVV98MPY,True
306,Như câu mình vẫn hay nói. Hàng VN giá nên ưu đãi hơn xíu. Chứ giá ngang or cao hơn thương hiệu nước ngoài cứ thấy k đáng tiền. Như những mẫu VF ở ngoài Vn mà giá rẻ hơn VN đúng hài hước.,negative,VF7,b8mtVV98MPY,True
307,Hàng tàu nữa,negative,VF7,b8mtVV98MPY,True
308,"xe nay ma ong che nua thi toi chiu , giá đắt thì công nhận",negative,VF7,b8mtVV98MPY,True
309,​  cấu hình phần cứng như thế thì e không nghĩ nó đắt đâu,positive,VF7,b8mtVV98MPY,True
310, về giá thì xe Vin ko hề dat so với chất lượng ; cả xe xăng và điện .Q,positive,VF7,b8mtVV98MPY,True
311,Tôi đồng ý hoàn toàn với ý kiến của bạn,negative,VF7,b8mtVV98MPY,True
312,Đã mua và dùng chưa?,neutral,VF7,b8mtVV98MPY,True
313,"Tôi đồng ý nhận xét của bạn về  ghế phía sau và nội thất . Nhưng nó không đắt .
Hy vọng phiên bản sau chiếc xe này được cải thiện những mục này .  
Dù không thích xe tàu nhưng nhìn cái phần nội thất của nó mê thật . Mọi người hãy xem qua chiếc Changan Huawei để thấy nó đẹp cỡ nào .",neutral,VF7,b8mtVV98MPY,True
314,"Độ hoàn thiện hàng ghế sau rất tệ, nhất là khi gập hàng ghế sau lại, nhìn cứ thô thô.",negative,VF7,b8mtVV98MPY,True
315,Có tiền chưa mà cào phím m,neutral,VF7,b8mtVV98MPY,True
316,Nó chỉ mất hàng ghế sau còn giá thì quá dẻ. Vậy còn kêu đắt thì chịu. Linh kiện khung gầm toàn của zf,positive,VF7,b8mtVV98MPY,True
317,"Chịu mấy thằng vf, nhận xét khen thìbnos đồng ý, chê 1 2 điểm thì vào khịa hội đồng. Xin hỏi bọn mày là xe ngon thế, ko điểm nào chê mà giá lại rẻ như chúng mày nói thì sao ko nằm top doanh số, bán vẫn kém vậy :)",negative,VF7,b8mtVV98MPY,True
318,"Ngta nói đúng các ông còn nhảy vào cắn 😂 đắt bỏ mẹ ra. Bên Mỹ nó nhập lại mà giá còn ngang bên Việt Nam, xe sx tại Việt Nam ngang giá nước khác nhập 😂.",negative,VF7,b8mtVV98MPY,True
319,"​​ -rb2bq Chú thử tìm hiểu giá xe nhập Mỹ ở Việt bao nhiêu . Và nước khác nước nào , xe điện loại gì ?
Comment thì phải gắn não vào .",positive,VF7,b8mtVV98MPY,True
320,Bác nhận xe chạy lâu chưa. Lên cái clip cho ae mở rộng tầm mắt😮😊,neutral,VF7,b8mtVV98MPY,True
321,"Tôi chê đắt nên ko mua, mấy người khen xe ngon ko chỗ nào chê lại còn rẻ thì chắc chắn là mua rồi, xin clip của họ đi bạn :)",negative,VF7,b8mtVV98MPY,True
322,xe đẹp quá,positive,VF7,DyjJ8dz5t_o,True
323,Mẫu xe VF 7 đẹp OK,positive,VF7,DyjJ8dz5t_o,True
324,Rất chuẩn mình đang đi chiếc này có hub,positive,VF7,DyjJ8dz5t_o,True
325,VF 7 đẹp quá,positive,VF7,DyjJ8dz5t_o,True
326,item này đẹp,positive,VF7,DyjJ8dz5t_o,True
327,vios 2019 có độ dc HUD kèm cảnh báo tốc độ k ad,neutral,VF7,DyjJ8dz5t_o,True
328,Không biết con này đi tn nhưng thấy bên ngoài đẹp thật,positive,VF7,DyjJ8dz5t_o,True
329,Mạnh Linh nay giống NTK Đỗ Mạnh Cường qué,neutral,VF7,DyjJ8dz5t_o,True
330,Rẻ hơn tôi mua VF6+ 2024.,positive,VF7,DyjJ8dz5t_o,True
331,"Càng A to đi càng an toàn, lắp cam360 nữa là oke😅",neutral,VF7,DyjJ8dz5t_o,True
332,eco lắp thêm hub thì như shit luôn vì nó hay lỗi khi up phần mềm,negative,VF7,DyjJ8dz5t_o,True
333,Có nên đổi CRV 2022 lấy Vf7 ko nhỉ😂,neutral,VF7,DyjJ8dz5t_o,True
334,"Cụm đèn pha của ev Vinfast quá đơn giản, trông quá rẻ tiền",negative,VF7,DyjJ8dz5t_o,True
335,nội thất ta nói to xấu dau xấu đớn thua cái con morning xe thì ồn mà kiu êm,negative,VF7,DyjJ8dz5t_o,True
336,Cùng tầm giá 700 lăn bánh thì chọn Vinfast MPV 7 ngon hơn VF7 khá nhiều !,neutral,VF7,DyjJ8dz5t_o,True
337,tầm 700 mua thế nào dc,neutral,VF7,DyjJ8dz5t_o,True
338,"Tôi ngồi sau bản 2 cầu thấy phía sau lắc lắm, mặc dù ghế rất ôm",negative,VF7,DyjJ8dz5t_o,True
339,"Uh hay lắm, đi ban đêm xe người ta phóng qua 2 bên bất chợt thì khỏi thấy luôn nhé, nhất là chỗ đèn đỏ 😂",negative,VF7,DyjJ8dz5t_o,True
340,700 limo gr chứ lấy đâu ra giá của mpv7,neutral,VF7,DyjJ8dz5t_o,True
341,phuộc và lốp k đủ cân. về độ thêm. đi 2 người thôi thì ổn.,neutral,VF7,DyjJ8dz5t_o,True
342,Đi khắp Việt Nam không tốn 1xu tiền xăng 😅😅😅 ngon,positive,VF7,DyjJ8dz5t_o,True
343,"Mỗi ng mỗi gu, sở thích khác nhau. Nhưng nhìn ai review 1 cái j đó mà cứ cho tay vào túi cảm giác coi thg ng xem",negative,VF7,DyjJ8dz5t_o,True
344,chỉ cần độ led nội thất nữa là xong,neutral,VF7,DyjJ8dz5t_o,True
345,"Vô lăng đầm chắc, đánh lái chính xác thì ông cháu lại chê. Ông lại thích kiểu vô lăng nhẹ hều, lỏng lẻo, hỗng hễnh cơ",positive,VF7,DyjJ8dz5t_o,True
346,Xe Vinfast được cái mã bên ngoài thôi chứ chạy bên trong không ngon lắm. Mong trong 2-3 năm tới nữa khi mình có tiền mua xe thì xe cũng cải thiện nhiều để mua. Hoặc là chờ ông thaco ra mắt xe mới,negative,VF7,DyjJ8dz5t_o,True
347,Khâu thiết kế của vin vẫn còn nhiều điểm cần khắc phục. Chờ thêm vài năm nữa mới tính 😬,negative,VF7,DyjJ8dz5t_o,True
348,"mình vừa ra biển vf7p awd tc2 chạy bốc, và pải gọi là rất bốc, pm 1.17 thì vô lăng đã siết hơn và cảm giác lái khá okie
còn lại là vào cua tốc độ cao là sẽ hơi bị cảm giác quăng xe, này là mình nghĩ do xe quá nặng nhưng dàn chân chưa đáp ứng đc
quả cột A thì khỏi nói, sẽ có 1% tình huống nào đó có con xe máy nằm lọt trong cái cột A sẽ tạt đầu bạn và bạn ko biết :)))",neutral,VF7,DyjJ8dz5t_o,True
349,"vf năm nay phải ra bản điện + thêm máy phát điện nhỏ trên xe, có thể giảm lượng pin để giảm khối lượng xe may ra mới bán được, thuần điện k ăn thua",negative,VF7,DyjJ8dz5t_o,True
350,Cảm giác lái ổn định =)) câu này hài vãi :)) xe lắc ngang.. gầm kêu rộp rộp .. tôi chủ xe vf7 2/2025 thấy dàn gầm con vf7 tệ thật,negative,VF7,DyjJ8dz5t_o,True
351,Stop talking and show us some functions.,negative,VF7,DyjJ8dz5t_o,True
352,Chắc riêng mình thấy chiếc này k đẹp😂,negative,VF7,DyjJ8dz5t_o,True
353,Hai ông tay cứ khư khư giữ hàng thế.,neutral,VF7,DyjJ8dz5t_o,True
354,"Đã từng ngồi hàng sau và lái thử. Dập dềnh lắm, khả năng xác xe nặng mà treo phuộc không đáp ứng được. Cùng tầm giá thì gầm bệ honda toy vẫn oke hơn",negative,VF7,DyjJ8dz5t_o,True
355,cột a to nhất phân khúc và cửa sổ trời ko có rèm ủa cái gì đây,negative,VF7,DyjJ8dz5t_o,True
356,Vf7 có đèn nội thất k vậy,neutral,VF7,DyjJ8dz5t_o,True
357,Vinno thì nên mua,negative,VF7,DyjJ8dz5t_o,True
358,Trẻ mà làm gì để mua oto nhanh thế :))) chỉ với :))),neutral,VF7,DyjJ8dz5t_o,True
359,Hàng sau tôi ngồi 4 tiếng thấy  mỏi hơn cả mấy con hạng B xăng,negative,VF7,DyjJ8dz5t_o,True
360,"Chạy 30.000km tiên phong, chạy cực bám đường và đầm. 
Đạp là full lực

Đảm bảo cảm giác lái thì xe < 2 tỷ ko con nào bằng",positive,VF7,DyjJ8dz5t_o,True
361,"Ông bạn này ít tuổi nghe có vẻ hơi khệnh khạng, ngay từ đầu MC hỏi mà ông bạn kia ko thèm chào khán giả, anh em xem kênh mà đi trả lời luôn là mình ko ưa rồi. Dừng xem luôn video",negative,VF7,DyjJ8dz5t_o,True
362,nhìn nó láo :))  tưởng ngầu,negative,VF7,DyjJ8dz5t_o,True
363,Do lạnh thôi mà :v đeo bao tay thì may ra mới bỏ ra ngoài được,neutral,VF7,DyjJ8dz5t_o,True
364,"Lạnh quá bác ạ, bác thông cảm",neutral,VF7,DyjJ8dz5t_o,True
365,"bác nhìn mấy anh em đứng cứ nảy tưng tưng lên thì chắc lạnh quá thôi, thoáng tí :>",neutral,VF7,DyjJ8dz5t_o,True
366,"lạnh vl thì chả đút tay vào áo, bố ông",neutral,VF7,DyjJ8dz5t_o,True
367,"Thôi bỏ đi, led nội thất vớ vẩn lắp vào xe chói mắt lắm, ảnh hưởng tâm nhìn",neutral,VF7,DyjJ8dz5t_o,True
368, chỉ mỏng thôi b. ai kêu độ loại sáng quá đâu,neutral,VF7,DyjJ8dz5t_o,True
369,Chuẩn. Con này trợ lực điện những vẫn có cảm giác điều khiển. Còn nhẹ quá ko phê. Chắc tuỳ cảm nhận mỗi ng.,neutral,VF7,DyjJ8dz5t_o,True
370,Mình tính đổi xăng qua đc giảm 24tr nghe cái hết muôn 😢,neutral,VF7,DyjJ8dz5t_o,True
371,Theo kỹ sư cấp thiên hà phải thiết kế như nào 😅😅😅,neutral,VF7,DyjJ8dz5t_o,True
372,"Đúng đi vf7 thì phải hết sức cẩn thận cột A, lái mới ít kinh nghiệm rất dễ dính",neutral,VF7,DyjJ8dz5t_o,True
373,"Mình đang chạy vf8 lux+ thì đời này dàn chân được nâng cấp nên xe cao hơn khoảng 2cm và treo cứng ngắc. Được cái vào cua hay se chỉ luồn kim cực tin tay, bẻ phát nào gọn phát đó, cảm giác xe dính xuống mặt đường. Hôm trước chạy con 7 awd mới của cậu em cùng cơ quan thì chạy thong dong thì êm thấm hơn con 8 của mình, con 8 nhiều người sẽ ko thích kiểu hơi nảy của nó, nhưng mà chạy tốc độ cao muốn bẻ hoặc vào cua gắt tí thì đuôi xe vẩy nhẹ cũng như xe nghiêng nhiều hơn xe mình. Nói chung là cũng phải đánh đổi thôi",neutral,VF7,DyjJ8dz5t_o,True
374,Không nên mua vf7 chiếc xe đầu tiên. Mình có kinh nghiệm chạy vf7 còn thấy khá hồi hộp đối với giao thông VN,negative,VF7,DyjJ8dz5t_o,True
375," chạy phố vs vf7 thì cứ phanh tái sinh mức vừa, mode eco hoặc normal là ngon
chịu khó quan sát chút là ổn, quả cột A cũng ko ảnh hưởng nhiều, ae thiếu exp thì pải tập thói quen quan sát kĩ hơn thôi",positive,VF7,DyjJ8dz5t_o,True
376,Nghe câu chạy bốc thì bít phog cách chạy như nào r 😂 cột A to hay nhỏ ý nghĩa gì nửa 😂😂😂,neutral,VF7,DyjJ8dz5t_o,True
377," như nào là chạy như nào, xe mạnh thì nói bốc, chứ chẳng lẽ yếu vs ỳ :))))",positive,VF7,DyjJ8dz5t_o,True
378,Bác nói đúng vọt tốt nhưng dừng lại không được thì chết cho bản thân và người chung quanh 😢.,neutral,VF7,DyjJ8dz5t_o,True
379,Chuẩn chủ xe đây rồi :)),positive,VF7,DyjJ8dz5t_o,True
380,to nhưng vật liệu bằng gì nó mới quan trọng,neutral,VF7,DyjJ8dz5t_o,True
381,"Đầu 2025 thì vf7 nó vẫn là dạng đời đầu. Đi vẫn kém.
Nhà mình vf89 đời đầu thực sự kém. Nhất là vf8 bị một lần sập vành trên cao tốc, kiểu như xe nặng xong gãy vành nhẹ. Trục nó mài vào vành tạo thành phoi như kiểu bào gỗ luôn. May không bị húc đít.
Được bảo hành free nhưng từ đó về sau lúc đi vào cua cứ ghê ghê răng.",negative,VF7,DyjJ8dz5t_o,True
382,Bác nói sau chứ mih thấy vf7 plus mình mua nữa năm 2025 cảm giác láy quá ok,positive,VF7,DyjJ8dz5t_o,True
383,"không phải dàn gầm chán đâu bác ạ, mà là khối lượng chiếc xe cảm giác giàn gầm chưa đủ vững để giúp xe vận hành ý ,vf6 plus em đi cũng bị như vậy ,vf8 và 9 ngồi đc mấy chuyến đi xa cũng có cảm giác y hệt luôn",negative,VF7,DyjJ8dz5t_o,True
384,​  này bác nói chuẩn này. Do nó quá nặng phuộc yếu sẽ bồng bềnh laqcs ngang và mấy bác vf7 8 plus kêu đi 2 3 năm đã méo vành và nứt do xe nặng mà đi băm ổ gà nhỏ thôi đã dính,negative,VF7,DyjJ8dz5t_o,True
385, Vậy hệ thống treo ko thuộc dàn gầm ak :)) mà còn phải bảo là dàn gầm ko chán :)) nếu bạn đã thực sự đi qua nhiều loại xe thì bạn ms thấy đc dàn treo con VF7 chán cỡ nào.. còn mới đi xe thì cứ tận hưởng cái sự sung sướng của bạn vs VF7 đi :)) mình cũng đi VF7 sau 3 đời xe và thật sự đến vs xe điện vì thời điểm này nó rất tiết kiệm.. và cũng đẹp nữa.. nhưng không thần thánh nó vì VF7 hoàn thiện thực sự chán về dàn treo và chi tiết hoàn thiện,negative,VF7,DyjJ8dz5t_o,True
386,​  là dàn gầm tệ chứ còn gì nữa =))) đi tệ ng ta bảo tệ còn ngụy biện,negative,VF7,DyjJ8dz5t_o,True
387,Bác đi bản 1 cầu hay 2 cầu thế?,neutral,VF7,DyjJ8dz5t_o,True
388, Mình đi eco 1 cầu :)) vào XDV thì ae kỹ thuật đã xác nhận tiếng kêu ở gầm và cbi đc thay thước lái ở 3v2 km.. còn dàn treo sau thì ae cố vấn nói là tình trạng chung của VF7 rồi :)) xe nặng mà giảm xóc yếu nên ko dập tắt giao động nhanh đc nên cảm giác lắc ngang rất nhiều,negative,VF7,DyjJ8dz5t_o,True
389,"Dàn treo và hệ thống lái con này chán lắm, dàn treo và hệ thống lái con limogreen còn ngon hơn vf7. Ồn thì con nào tầm tiền này cũng ồn như nhau.",negative,VF7,DyjJ8dz5t_o,True
390,"Tui đang chạy vf7 nè, chạy rất đầm chắc, pin nằm dưới gầm nên ổn định , cực đầm",positive,VF7,DyjJ8dz5t_o,True
391," cảm giác nặng xe nó khác với đầm bác ạ, cái xe vf6 plus của em bé hơn mấy con hạng B kha khá mà nặng gần 1t8 ,xe bám đường đấy nhưng hệ thống treo chưa đủ chắc lên lùng bùng lắm bác ạ",negative,VF7,DyjJ8dz5t_o,True
392, đi xe đức hoặc lux a. Nó đầm là do tinh hoa cơ khí kỹ sư thiết kế nên cái chất đầm của nó rất ngon. Còn xe điện vin đầm chỉ đơn giản là do nó nặng thôi. Chứ chất kỹ thuật thì chưa ngon.,negative,VF7,DyjJ8dz5t_o,True
393, tiến hốc bánh và gầm xe dội vào ồn lắm😢,negative,VF7,DyjJ8dz5t_o,True
394,-Tuna ồn nữa b 😢,negative,VF7,DyjJ8dz5t_o,True
395,"​  không tệ đâu bác ,chả phải bênh nhưng cái j đúng là phải khen ,bác thử hôm nào ra gara hỏi ngta có xe điện vào mà xem dàn gầm sắt thép phuộc này nọ hơi bị tử tế đấy ạ ,chả qua là hãng xe mới với cả xe điện nó rất nặng nên ngta sẽ cải thiện qua từng phiên bản thôi bác ạ ,bác thử ngó gầm mấy con b cùng phân khúc vf6 em đố nhìn gầm con nào tử tế hơn hẳn ấy ạ",positive,VF7,DyjJ8dz5t_o,True
396," thanh niên cãi cùn thật, xe nặng sao k làm khung gầm nó chắc chắn hơn, đến quỳ luôn.",negative,VF7,DyjJ8dz5t_o,True
397, đúng 😂,neutral,VF7,DyjJ8dz5t_o,True
398,Bn đi xe máy là đẹp r,neutral,VF7,DyjJ8dz5t_o,True
399,"Trời lạnh ông ạ, hơi run",neutral,VF7,DyjJ8dz5t_o,True
400,Cùng tầm giá 750tr gầm bệ Honda Toy nào hơn chỉ mình mở mang với,neutral,VF7,DyjJ8dz5t_o,True
401,Bản 1 câu đỡ dập dềnh hơn hẳn đấy. Bác đi 1 cầu hay 2 cầu thế?,neutral,VF7,DyjJ8dz5t_o,True
402,"Mọi sự ss đều khập khẹo, có chê thì phải có kiến thức nha bạn",neutral,VF7,DyjJ8dz5t_o,True
403,bản base này k có cửa sổ trời :D,neutral,VF7,DyjJ8dz5t_o,True
404,​  ko có rèm 😂,neutral,VF7,DyjJ8dz5t_o,True
405, ?,neutral,VF7,DyjJ8dz5t_o,True
406,Độ vào thì có :)),neutral,VF7,DyjJ8dz5t_o,True
407,"Mỗi người một sở thích, vậy ông là nhật nô😂hay Hàn nô?",neutral,VF7,DyjJ8dz5t_o,True
408,"​  lời quá hay, mấy đứa tự nhục nó hay vậy đó ông ak 😂",positive,VF7,DyjJ8dz5t_o,True
409,TOYONO HAY KIANO HAY MANO HAY HUYNO HAY HÁNNO HAY MỸNO,neutral,VF7,DyjJ8dz5t_o,True
410,Toàn vay thôi,neutral,VF7,DyjJ8dz5t_o,True
411,"sinh năm 2000 năm nay 27 tuổi rồi, mua oto là quá bình thường bạn ạ, mức bình thường của xã hội thôi. Nếu bạn cần tham khảo thêm thì mình có thể chỉ cho bạn những người còn trẻ hơn mà tài sản đã chạm mốc triệu đô rồi, tất nhiên là tự thân nhé",neutral,VF7,DyjJ8dz5t_o,True
412, đối đáp hay tặng 100đ,positive,VF7,DyjJ8dz5t_o,True
413,"ông đi ké thì tôi ko nói, còn nếu chủ xe tôi chỉ cho chỗ làm lại ghế sau, 2tr5 là ngon luôn",neutral,VF7,DyjJ8dz5t_o,True
414,​ -ck7lk t xin thông tin,neutral,VF7,DyjJ8dz5t_o,True
415,ngồi sau mệt lắm. được duy nhất 1 cái là bốc thôi.,negative,VF7,DyjJ8dz5t_o,True
416,dưới 2 tỷ có bmw 330i rồi bác :)),neutral,VF7,DyjJ8dz5t_o,True
417,"Con này ng trẻ chưa có knghiem và thích trải nghiệm mới dùng thôi, ng mua đi cho gia đình sẽ ko bh mua con này",negative,VF7,DyjJ8dz5t_o,True
418,700 được con này à,neutral,VF7,DyjJ8dz5t_o,True
419,Xe vinfast con nào cũng bị bồng bềnh . Con limogre thì chưa đi thử lên ko Rõ,negative,VF7,DyjJ8dz5t_o,True
420,Vf6 plus hoặc vf7 plus không nên chọn eco,neutral,VF7,DyjJ8dz5t_o,True
421,Tôi nói thật ông nào thương vợ thương con thì đừng mua cái con xe này về rồi cuối cùng hòa lại rớt vào thân. Nó lại sắp hủy mẫu ra sản phẩm mới tiếp nữa rồi. Mua về sau này cũng thành cục sắt vụn thôi. Chưa kể nó như quả bom nổ chậm sẵn sàng chảchảy bất kỳ lúc cháy bất kỳ lúc nào,negative,VF7,DyjJ8dz5t_o,True
422,Tao đéo dư tiền nên tao đéo tin VINFAST 😂,negative,VF7,DyjJ8dz5t_o,True
423,Thế nên mua con nào,neutral,VF7,DyjJ8dz5t_o,True
424,Đúng rồi mua cho gia đình cứ 2 3 tỷ mà múc😂😂,neutral,VF7,DyjJ8dz5t_o,True
425,"Đúng rồi, mua đi 1 mình mà",neutral,VF7,DyjJ8dz5t_o,True
426,Tầm 750 bạn ơi,neutral,VF7,DyjJ8dz5t_o,True
427,Limo nó ra sau.Cải tiến thêm nhiều về khung gầm và cách âm r,neutral,VF7,DyjJ8dz5t_o,True
428,Lý do vì sao không nên chon eco bạn,neutral,VF7,DyjJ8dz5t_o,True
429,-v2ztrải nghiệm bạn sẽ thấy bản eco thiếu nhiều chức năng,neutral,VF7,DyjJ8dz5t_o,True
430,Tùy nhu cầu thôi,neutral,VF7,DyjJ8dz5t_o,True
431,Chạy ăn từng bữa như chú thì,neutral,VF7,DyjJ8dz5t_o,True
432,tháng này chưa đóng tiền trọ kìa em,neutral,VF7,DyjJ8dz5t_o,True
433," 3 tháng r Vin chớt rồi dậy ăn mùng thôi ông cháu ơi. VINFAST bán thân rồi dậy ăn mùng thôi. XE VIN rả sắt vụn hết rồi, bán đồng nát hết rồi bạn ơi, dậy dậy ăn mừng cho chiến thắng này bạn ơi.",negative,VF7,DyjJ8dz5t_o,True
434,Nhục nhỉ?!,neutral,VF7,DyjJ8dz5t_o,True
435,vậy cũng khoe,neutral,VF7,DyjJ8dz5t_o,True
436,"yep, đi xe máy cho lành ha bạn",neutral,VF7,DyjJ8dz5t_o,True
437,"Nó mang phong cách của VF- 7, nhưng phóng khoáng hơn, đẹp hơn, trẻ trung và giá .. .mền hơn.",positive,VF8,oRLqiesRwwY,True
438,Phải có 7 chỗ,neutral,VF8,oRLqiesRwwY,True
439,"Khi người ta chế tạo được pin xe điện đủ mạnh và phổ thông,thì công nghệ sẽ nhảy vọt lên một tầng cao hơn.😊",neutral,VF8,oRLqiesRwwY,True
440,"Chủ kênh có tìm hiểu trước khi lên bài kg? Thông tin đưa sai tùm lum. Bản 2026 all new chỉ có 1 cấu hình thì sao có eco hay plus? Còn nếu nói Vf8 2026 thì sao lại đưa ảnh của Vf8 all new? 
Trục cơ sở hay chiều dài cũng đều đưa loạn hết lên",negative,VF8,oRLqiesRwwY,True
441,con xe này làm ra lại chạy taxi thôi,negative,VF8,oRLqiesRwwY,True
442,CÁC BANH MUA 1TY CHẠY 3 NĂM BÁN LẠI .500 TRIỆU THÌ CÁC BẠN NGHỈ GÌ,neutral,VF8,oRLqiesRwwY,True
443,"Trước khi làm Video bạn lên tham khảo đầy đủ, chính xác các thống số của xe VF8 cũ và VF8 all New rồi hãy đăng Video, như vậy Video mới có giá trị cho mọi người tham khảo. Ở video này mình thấy thông số xe VF8 cũ và VF8 mới cứ loạn xạ, lẫn lộn hết với nhau, râu ông nọ cắm cằm bà kia",negative,VF8,oRLqiesRwwY,True
444,Vf8 mới làm j có HUD mà bạn review như thế?,neutral,VF8,OWkOFWcv--o,True
445,A review thêm 1 nhánh sản phẩm nữa. Hay quá.,positive,VF8,OWkOFWcv--o,True
446,Em mới mua VF7 eco thấy rất ngon ạ,positive,VF8,OWkOFWcv--o,True
447,Chắc VF9 còn xịn hơn nữa quá!,positive,VF8,OWkOFWcv--o,True
448,"Vẫn nên có HUD, 1 option cực kỳ cần thiết",neutral,VF8,OWkOFWcv--o,True
449,Không còn HUD đâu bạn,neutral,VF8,OWkOFWcv--o,True
450,Bản này không có HUD.,neutral,VF8,OWkOFWcv--o,True
451,HUD ở vf8 cũ quá đẳng cấp sang thể hệ mới ông lại cắt đi để tối ưu chi phí chán ,negative,VF8,OWkOFWcv--o,True
452,Vf8 mới nội thất đẹp nhưng ngoại thất bên ngoài thì xấu điên đảo,negative,VF8,OWkOFWcv--o,True
453,Nội thất nhìn chán,negative,VF8,OWkOFWcv--o,True
454,"xấu đau đớn, cắt giảm để giảm chi phí so với vf8 cũ thì chán quá a à",negative,VF8,OWkOFWcv--o,True
455,Nói thật lòng thì vf8 mới xấu quá,negative,VF8,OWkOFWcv--o,True
456,"Nội thất hơi lởm , với cả vẫn lăn tăn chuyện 40 cái máy tính nó nói chuyện với nhau  😑",negative,VF8,OWkOFWcv--o,True
457,"a quảng cáo hơi quá rồi, vf8 mới ko có hud & màn hình xe VF chưa bao h mượt cả, e chủ xe vf7 đây màn hình chậm như điện thoại cảm ứng đời 2010. Mượt thì phải màn xe trung, màn VF khởi động xe lên phải 2-30 giây mới khởi động xong",negative,VF8,OWkOFWcv--o,True
458,"Thực sự chưa hiểu giờ giá của VF8 còn thấp hơn cả VF7
Định vị VF8 còn thấp hơn VF7 ak
Nhìn ngoại hình giống như phiên bản to hơn của VF7",neutral,VF8,OWkOFWcv--o,True
459,"Con 8 mới quá ngon
Nhìn đơn đặt cọc thì biết
Chắc 8 ngày bằng mấy năm hán vf8 cũ quá",positive,VF8,OWkOFWcv--o,True
460,VF8 cũ là thuê hẳn studio nổi tiếng thiết kế. Còn con mới thì đơn thuần giống một con xe điện TQ bình thường.,negative,VF8,OWkOFWcv--o,True
461,"​ -u8l con này cũng Ý thiết kế nhé bạn, Torino Design. Chẳng qua là con này khả năng để đánh thị trường giá rẻ Châu Á nên nó kg sang như bản cũ đánh thị trường Âu Mỹ. Chứ kg thì update cái thiết kế cũ VF8 là ngon, tương tự VF7 cuối năm ra thiết kế giống đời cũ.",neutral,VF8,OWkOFWcv--o,True
462,"doanh số ko đạt thì phải thay đổi thôi, kinh doanh mà",neutral,VF8,OWkOFWcv--o,True
463,Thực dụng mới là cái tốt nhất! Đẹp nhưng bán không chạy cũng vứt à,positive,VF8,OWkOFWcv--o,True
464,K có tiền sẽ chê😂,positive,VF8,OWkOFWcv--o,True
465,VF8 cũ trông hơi cục mịch giành cho người hơi già chứ bản mới này thì quá đẹp rồi,positive,VF8,OWkOFWcv--o,True
466,méo hiểu đi được tới cái xe nào rồi mà vẫn bảo cái nội thất này là lởm??? Méo hiểu nổi cái định nghĩa lởm là muốn nói tới cái gì 😂,positive,VF8,OWkOFWcv--o,True
467,Màn con này mượt thật. Ngay mấy con vf 6 vs 8 bên ấn còn mượt. Có vẻ ae vn làm tester phầm mềm hơi bị lâu,positive,VF8,OWkOFWcv--o,True
468,và cắt giảm đi một số thứ h,negative,VF8,OWkOFWcv--o,True
469,"quả đầu hơi xấu nên bản màu đen này đúng đẹp nhất, màu khác nó lộ cái mặt trc đen to quá",neutral,VF8,YeiP5eJwZj4,True
470,có vẻ cải tiến rất tốt so với thế hệ cũ. nói chung là tích cực.,positive,VF8,YeiP5eJwZj4,True
471,"Xi nhan mà nó nên full màn hình thì rõ ràng và đẹp hơn là góc nhỏ bên phải, màn hình sau volang to ra tý nữa thì ok. Ghế  lì k có chỗ đễ móc treo đồ nữa.",negative,VF8,YeiP5eJwZj4,True
472,Thêm cái HUD thì kết. Mình rất thích HUD,neutral,VF8,YeiP5eJwZj4,True
473,Màu đen đẹp đó,positive,VF8,YeiP5eJwZj4,True
